,date,adType,category,placement,keywords,body,ageMean,clickPerDollar
3801,3/26/2013,Photo Post,Retailer,mobile,#Lucky Brand Jeans,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,60.74338621
3802,3/26/2013,Photo Post,High End,desktopfeed,#Lucky Brand Jeans,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,14.15970358
3803,3/26/2013,Photo Post,High End,desktopfeed,#Lucky Brand Jeans,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,32.85017807
3804,3/26/2013,Photo Post,eCom,desktopfeed,#Lucky Brand Jeans,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,16.75598426
3805,3/26/2013,Photo Post,Retailer,desktopfeed,#Lucky Brand Jeans,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,52.49759381
3806,3/26/2013,Photo Post,eCom,mobile,#Lucky Brand Jeans,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,74.78915141
3807,3/26/2013,Photo Post,Cosmetics,desktopfeed,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,27.96613932
3808,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,19.48561197
3809,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,6.875
3810,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,45.46851002
3811,3/26/2013,Photo Post,Cosmetics,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics",Check out a sneak peak of what's new in our stores!,44.5,57.81113668
3812,3/26/2013,Photo Post,High End,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics",Check out a sneak peak of what's new in our stores!,44.5,52.92050658
3813,3/26/2013,Photo Post,High End,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics",Check out a sneak peak of what's new in our stores!,44.5,18.13895712
3814,3/26/2013,Photo Post,General,desktopfeed,#Shopping,"Click """"Like"""" to become a fan of Retail Store X!",52,72.61082682
3815,3/26/2013,Photo Post,Cosmetics,mobile,#Shopping,"Click """"Like"""" to become a fan of Retail Store X!",52,108.8171931
3816,3/26/2013,Photo Post,High End,mobile,#Shopping,"Click """"Like"""" to become a fan of Retail Store X!",52,84.9625124
3817,3/26/2013,Photo Post,Retailer,desktopfeed,#Lucky Brand Jeans,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,54.80577685
3818,3/26/2013,Photo Post,Department,desktopfeed,#Lucky Brand Jeans,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,43.08573389
3819,3/26/2013,Photo Post,Department,desktopfeed,#Lucky Brand Jeans,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,52.77546423
3820,3/26/2013,Photo Post,Department,desktopfeed,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,112.4939179
3821,3/26/2013,Photo Post,Retailer,desktopfeed,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,96.68050296
3822,3/26/2013,Photo Post,Department,mobile,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,86.16018427
3823,3/26/2013,Photo Post,Department,mobile,#American Eagle Outfitters,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,35.7012097
3824,3/26/2013,Photo Post,Department,desktopfeed,#Lululemon Athletica,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,12.0444495
3825,3/26/2013,Photo Post,Retailer,mobile,#Lululemon Athletica,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,41.49508432
3826,3/26/2013,Photo Post,Retailer,mobile,#American Eagle Outfitters,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,29.15596202
3827,3/26/2013,Photo Post,General,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",52,115.2572927
3828,3/26/2013,Photo Post,Retailer,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",52,86.0413591
3829,3/26/2013,Photo Post,eCom,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",52,119.7094991
3830,3/26/2013,Photo Post,High End,mobile,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,86.10468921
3831,3/26/2013,Photo Post,High End,mobile,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,47.52905266
3832,3/26/2013,Photo Post,Retailer,mobile,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,56.61110781
3833,3/26/2013,Photo Post,High End,desktopfeed,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,48.61335363
3834,3/26/2013,Photo Post,High End,desktopfeed,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,18.40213233
3835,3/26/2013,Photo Post,eCom,desktopfeed,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,39.95280222
3836,3/26/2013,Photo Post,Retailer,desktopfeed,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,25.58014259
3837,3/26/2013,Photo Post,eCom,desktopfeed,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,33.12739723
3838,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,28.81238537
3839,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,24.56637898
3840,3/26/2013,Photo Post,Cosmetics,mobile,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,50.61567429
3841,3/26/2013,Photo Post,Cosmetics,desktopfeed,#American Eagle Outfitters,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,34.6544766
3842,3/26/2013,Photo Post,High End,mobile,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,52,42.92077088
3843,3/26/2013,Photo Post,General,mobile,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,52,53.99456546
3844,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,52,53.66355018
3845,3/26/2013,Photo Post,High End,desktopfeed,#Abercrombie & Fitch,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,6.875
3846,3/26/2013,Photo Post,Retailer,desktopfeed,#Abercrombie & Fitch,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,26.83635078
3847,3/26/2013,Photo Post,Department,desktopfeed,#Lululemon Athletica,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,18.46982638
3848,3/26/2013,Photo Post,Department,desktopfeed,#Lululemon Athletica,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,23.00199806
3849,3/26/2013,Photo Post,Department,desktopfeed,#Lululemon Athletica,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,30.05424171
3850,3/26/2013,Photo Post,Retailer,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to become a fan of Retail Store X!",52,47.72223414
3851,3/26/2013,Photo Post,Department,mobile,#Lucky Brand Jeans,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,87.27902621
3852,3/26/2013,Photo Post,Department,mobile,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",52,94.47766004
3853,3/26/2013,Photo Post,Retailer,mobile,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",52,87.55781444
3854,3/26/2013,Photo Post,Retailer,desktopfeed,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",52,64.97033012
3855,3/26/2013,Photo Post,General,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to become a fan of Retail Store X!",27,51.48004889
3856,3/26/2013,Photo Post,Retailer,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,70.23470471
3857,3/26/2013,Photo Post,eCom,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,84.71766639
3858,3/26/2013,Photo Post,High End,mobile,#Abercrombie & Fitch,Check out a sneak peak of what's new in our stores!,44.5,58.95323536
3859,3/26/2013,Photo Post,Retailer,mobile,#Abercrombie & Fitch,Check out a sneak peak of what's new in our stores!,44.5,50.74204291
3860,3/26/2013,Photo Post,High End,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,76.56015782
3861,3/26/2013,Photo Post,eCom,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,108.5054762
3862,3/26/2013,Photo Post,eCom,mobile,#American Eagle Outfitters,Check out a sneak peak of what's new in our stores!,44.5,57.31817258
3863,3/26/2013,Photo Post,Cosmetics,mobile,#American Eagle Outfitters,Check out a sneak peak of what's new in our stores!,44.5,49.71306986
3864,3/26/2013,Photo Post,Cosmetics,mobile,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,101.4514091
3865,3/26/2013,Photo Post,Cosmetics,desktopfeed,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,74.94826676
3866,3/26/2013,Photo Post,Cosmetics,mobile,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,95.23989054
3867,3/26/2013,Photo Post,High End,mobile,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,47.64222107
3868,3/26/2013,Photo Post,High End,mobile,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,70.77580268
3869,3/26/2013,Photo Post,General,desktopfeed,#Lucky Brand Jeans,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,60.6214356
3870,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Lucky Brand Jeans,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,66.26527679
3871,3/26/2013,Photo Post,High End,mobile,#Lucky Brand Jeans,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",52,89.50795194
3872,3/26/2013,Photo Post,Retailer,mobile,#Abercrombie & Fitch,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,69.81406283
3873,3/26/2013,Photo Post,Department,mobile,#Abercrombie & Fitch,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,62.88780263
3874,3/26/2013,Photo Post,Department,desktopfeed,#Abercrombie & Fitch,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,42.97020221
3875,3/26/2013,Photo Post,Department,desktopfeed,#Lucky Brand Jeans,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,64.68950959
3876,3/26/2013,Photo Post,Department,mobile,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",52,125.1737449
3877,3/26/2013,Photo Post,Department,desktopfeed,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",52,88.12860792
3878,3/26/2013,Photo Post,Retailer,desktopfeed,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",52,87.8670113
3879,3/26/2013,Photo Post,Retailer,desktopfeed,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,68.31713267
3880,3/26/2013,Photo Post,General,desktopfeed,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,71.77173907
3881,3/26/2013,Photo Post,Retailer,mobile,#Abercrombie & Fitch,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,118.9058649
3882,3/26/2013,Photo Post,eCom,mobile,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,57.90982762
3883,3/26/2013,Photo Post,High End,mobile,#Shopping,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,51.38990689
3884,3/26/2013,Photo Post,High End,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,79.34857576
3885,3/26/2013,Photo Post,Retailer,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,58.77868339
3886,3/26/2013,Photo Post,High End,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,62.12904244
3887,3/26/2013,Photo Post,High End,mobile,#Lululemon Athletica,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,50.26695176
3888,3/26/2013,Photo Post,eCom,mobile,#Lululemon Athletica,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,70.43527039
3889,3/26/2013,Photo Post,Retailer,mobile,#Lululemon Athletica,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,63.01542375
3890,3/26/2013,Photo Post,eCom,desktopfeed,#Lucky Brand Jeans,Check out a sneak peak of what's new in our stores!,27,9.017291793
3891,3/26/2013,Photo Post,Cosmetics,mobile,#Lucky Brand Jeans,Check out a sneak peak of what's new in our stores!,27,67.72612332
3892,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Lucky Brand Jeans,Check out a sneak peak of what's new in our stores!,27,27.89277339
3893,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,78.32296983
3894,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,74.98794402
3895,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",34.5,73.71831762
3896,3/26/2013,Photo Post,High End,desktopfeed,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,49.82333379
3897,3/26/2013,Photo Post,High End,desktopfeed,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,22.78763217
3898,3/26/2013,Photo Post,General,mobile,#Shopping,"What's your favorite Spring fashion trend? """"Like"""" us and share!",52,51.87912566
3899,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Lululemon Athletica,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,91.53682884
3900,3/26/2013,Photo Post,High End,desktopfeed,#Lululemon Athletica,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,69.77381303
3901,3/26/2013,Photo Post,Retailer,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,38.6420241
3902,3/26/2013,Photo Post,Department,mobile,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",52,95.01371115
3903,3/26/2013,Photo Post,Retailer,mobile,#Shopping,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,117.6534446
3904,3/26/2013,Photo Post,Department,desktopfeed,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,41.68212722
3905,3/26/2013,Photo Post,Department,mobile,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,84.30388845
3906,3/26/2013,Photo Post,Retailer,desktopfeed,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,50.16506539
3907,3/26/2013,Photo Post,Retailer,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,80.43011722
3908,3/26/2013,Photo Post,General,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,57.5992759
3909,3/26/2013,Photo Post,Retailer,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",34.5,95.5769995
3910,3/26/2013,Photo Post,eCom,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics",Check out a sneak peak of what's new in our stores!,52,89.59621079
3911,3/26/2013,Photo Post,High End,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics",Check out a sneak peak of what's new in our stores!,52,59.85236362
3912,3/26/2013,Photo Post,High End,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics",Check out a sneak peak of what's new in our stores!,27,18.447974
3913,3/26/2013,Photo Post,Retailer,desktopfeed,#Lululemon Athletica,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,55.63502982
3914,3/26/2013,Photo Post,High End,mobile,#Lululemon Athletica,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,48.30056186
3915,3/26/2013,Photo Post,High End,desktopfeed,#Lululemon Athletica,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,25.32373639
3916,3/26/2013,Photo Post,eCom,desktopfeed,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,47.50478687
3917,3/26/2013,Photo Post,Retailer,desktopfeed,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,67.31200977
3918,3/26/2013,Photo Post,eCom,mobile,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,114.0563452
3919,3/26/2013,Photo Post,Cosmetics,mobile,#Lululemon Athletica,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,79.49643887
3920,3/26/2013,Photo Post,Cosmetics,mobile,#American Eagle Outfitters,"What's your favorite Spring fashion trend? """"Like"""" us and share!",34.5,47.20209874
3921,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to become a fan of Retail Store X!",27,57.97321431
3922,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to become a fan of Retail Store X!",27,74.24448273
3923,3/26/2013,Photo Post,High End,mobile,#Abercrombie & Fitch,Check out a sneak peak of what's new in our stores!,27,53.01081461
3924,3/26/2013,Photo Post,High End,desktopfeed,#Abercrombie & Fitch,Check out a sneak peak of what's new in our stores!,27,11.16286769
3925,3/26/2013,Photo Post,General,desktopfeed,#Abercrombie & Fitch,Check out a sneak peak of what's new in our stores!,27,6.875
3926,3/26/2013,Photo Post,Cosmetics,mobile,#Abercrombie & Fitch,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,84.59795416
3927,3/26/2013,Photo Post,Retailer,desktopfeed,#Abercrombie & Fitch,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",34.5,67.94034125
3928,3/26/2013,Photo Post,Department,desktopfeed,#Shopping,"Click """"Like"""" to see what's new in our stores for Spring!!",27,84.27287607
3929,3/26/2013,Photo Post,Retailer,mobile,#Abercrombie & Fitch,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,48.55626826
3930,3/26/2013,Photo Post,Department,desktopfeed,#Abercrombie & Fitch,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,32.24445206
3931,3/26/2013,Photo Post,Department,mobile,#Abercrombie & Fitch,"What's your favorite Spring fashion trend? """"Like"""" us and share!",27,70.7860937
3932,3/26/2013,Photo Post,Department,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,6.875
3933,3/26/2013,Photo Post,Retailer,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",27,26.25267839
3934,3/26/2013,Photo Post,General,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,51.32783461
3935,3/26/2013,Photo Post,Retailer,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,72.27516164
3936,3/26/2013,Photo Post,eCom,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,77.0106413
3937,3/26/2013,Photo Post,Retailer,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,46.36491044
3938,3/26/2013,Photo Post,High End,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,43.90562602
3939,3/26/2013,Photo Post,High End,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",44.5,71.79448806
3940,3/26/2013,Photo Post,eCom,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to become a fan of Retail Store X!",44.5,126.2584465
3941,3/26/2013,Photo Post,Retailer,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",52,104.711139
3942,3/26/2013,Photo Post,eCom,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",52,76.4879702
3943,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Lululemon Athletica,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,50.56746303
3944,3/26/2013,Photo Post,Cosmetics,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,80.78686826
3945,3/26/2013,Photo Post,Cosmetics,desktopfeed,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,52,34.16905553
3946,3/26/2013,Photo Post,High End,mobile,#Lululemon Athletica,Check out a sneak peak of what's new in our stores!,52,65.02572595
3947,3/26/2013,Photo Post,High End,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,82.60802697
3948,3/26/2013,Photo Post,General,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,85.76127253
3949,3/26/2013,Photo Post,Cosmetics,mobile,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics","Click """"Like"""" to see what's new in our stores for Spring!!",44.5,84.23357272
3950,3/26/2013,Photo Post,Retailer,desktopfeed,"#Almay, #Clinique, #CoverGirl, #Maybelline, #Sephora, mac cosmetics",Check out a sneak peak of what's new in our stores!,27,30.1850769
3951,3/26/2013,Photo Post,Department,mobile,#Abercrombie & Fitch,Check out a sneak peak of what's new in our stores!,52,54.67816012
3952,3/26/2013,Photo Post,Department,mobile,#Abercrombie & Fitch,Check out a sneak peak of what's new in our stores!,52,67.91954675
3953,3/26/2013,Photo Post,Department,desktopfeed,#Abercrombie & Fitch,Check out a sneak peak of what's new in our stores!,52,37.08019876
3954,3/26/2013,Photo Post,Department,mobile,#Abercrombie & Fitch,"Click """"Like"""" to become a fan of Retail Store X!",27,77.59848476
3955,3/26/2013,Photo Post,Department,mobile,#Lucky Brand Jeans,"Click """"Like"""" to become a fan of Retail Store X!",44.5,82.52642371
3956,3/26/2013,Photo Post,Department,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to become a fan of Retail Store X!",44.5,54.71257292
3957,3/26/2013,Photo Post,Retailer,desktopfeed,#Lucky Brand Jeans,"Click """"Like"""" to become a fan of Retail Store X!",44.5,92.87435709
3958,3/26/2013,Photo Post,Retailer,mobile,#Abercrombie & Fitch,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,108.1900863
3959,3/26/2013,Photo Post,General,mobile,#Abercrombie & Fitch,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",44.5,98.38869959
3960,3/26/2013,Link Post,Retailer,desktopfeed,#Sears,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,24.80074708
3961,3/26/2013,Link Post,eCom,desktopfeed,#Sears,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",27,16.63935143
3962,3/26/2013,Link Post,High End,desktopfeed,#Sears,"Click """"Like"""" to see what's new in our stores for Spring!!",27,54.36641715
3963,3/26/2013,Link Post,High End,mobile,#Kmart,"Click """"Like"""" to see what's new in our stores for Spring!!",52,97.72991313
3964,3/26/2013,Link Post,Retailer,desktopfeed,#Kohl's,Check out a sneak peak of what's new in our stores!,34.5,24.90488561
3965,3/26/2013,Link Post,High End,desktopfeed,#Kohl's,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,28.39377046
3966,3/26/2013,Link Post,High End,desktopfeed,#Kohl's,Check out a sneak peak of what's new in our stores!,34.5,27.38398395
3967,3/26/2013,Link Post,eCom,mobile,#American Eagle Outfitters,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,116.1915599
3968,3/26/2013,Link Post,Retailer,mobile,#American Eagle Outfitters,"Click """"Like"""" to see what's new in our stores for Spring!!",27,92.22439522
3969,3/26/2013,Link Post,eCom,desktopfeed,#American Eagle Outfitters,"Click """"Like"""" to become a fan of Retail Store X!",27,70.14920811
3970,3/26/2013,Link Post,Cosmetics,mobile,#Bebe stores,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",52,55.2799145
3971,3/26/2013,Link Post,Cosmetics,mobile,#Bebe stores,"Click """"Like"""" to see what's new in our stores for Spring!!",52,108.2426227
3972,3/26/2013,Link Post,Cosmetics,desktopfeed,#Macy's,Check out a sneak peak of what's new in our stores!,44.5,40.17906043
3973,3/26/2013,Link Post,Cosmetics,mobile,#Macy's,"What's your favorite Spring fashion trend? """"Like"""" us and share!",44.5,45.94363146
3974,3/26/2013,Link Post,Cosmetics,desktopfeed,#Macy's,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",44.5,18.97403351
3975,3/26/2013,Link Post,High End,desktopfeed,#Bebe stores,Check out a sneak peak of what's new in our stores!,27,23.1227838
3976,3/26/2013,Link Post,High End,mobile,#Bebe stores,"Share your favorite fresh Spring looks on our Facebook page. Click """"Like"""" now!",27,89.87352994
3977,3/26/2013,Link Post,Cosmetics,mobile,#Burlington Coat Factory,"Click """"Like"""" to become a fan of Retail Store X!",34.5,87.20540876
3978,3/26/2013,Link Post,High End,mobile,#Burlington Coat Factory,Check out a sneak peak of what's new in our stores!,34.5,52.38144561
3979,3/26/2013,Link Post,Retailer,mobile,#Burlington Coat Factory,"Need inspiration for your spring wardrobe? """"Like"""" us for more!",34.5,62.1234803
3980,3/26/2013,Link Post,Department,mobile,#Nordstrom,Check out a sneak peak of what's new in our stores!,34.5,48.95722715
